tact,avgWaitingTime,remaining,inMotion,(0) position,(0) number of passangers,(0) passangers,(1) position,(1) number of passangers,(1) passangers,(2) position,(2) number of passangers,(2) passangers
1440,921.61,100/100,100/100,7,2,"[8.	 home: 9,	 position: 9,	 waiting since: 1025,	 schedule: [(1024.1127427788222, 0)], 24.	 home: 6,	 position: 6,	 waiting since: 1002,	 schedule: [(1001.9679769554167, 0)]]",14,3,"[27.	 home: 10,	 position: 10,	 waiting since: 1013,	 schedule: [(1012.7605456373545, 0)], 79.	 home: 8,	 position: 8,	 waiting since: 1002,	 schedule: [(1001.6298724674173, 0)], 82.	 home: 13,	 position: 13,	 waiting since: 1022,	 schedule: [(1021.7925224452067, 0)]]",13,0,[]
1440,881.96,100/100,100/100,14,0,[],14,2,"[20.	 home: 9,	 position: 10,	 waiting since: 1060,	 schedule: [(753.3941654153999, 9), (1012.3260141930245, 0)], 54.	 home: 10,	 position: 10,	 waiting since: 1061,	 schedule: [(1025.6835150631155, 0)]]",13,5,"[67.	 home: 11,	 position: 11,	 waiting since: 1002,	 schedule: [(1001.1547089110989, 0)], 40.	 home: 14,	 position: 14,	 waiting since: 1054,	 schedule: [(1025.2240827434405, 0)], 68.	 home: 12,	 position: 12,	 waiting since: 1299,	 schedule: [(1005.2895480370429, 0)], 74.	 home: 13,	 position: 13,	 waiting since: 1343,	 schedule: [(1028.1386384016946, 0)], 49.	 home: 13,	 position: 13,	 waiting since: 1344,	 schedule: [(1021.0604317200036, 0)]]"
1440,896.82,100/100,100/100,7,5,"[66.	 home: 10,	 position: 0,	 waiting since: 467,	 schedule: [(466.4010028384369, 10), (710.688243868038, 10), (740.688243868038, 10), (1010.7604081360776, 0)], 11.	 home: 11,	 position: 0,	 waiting since: 468,	 schedule: [(467.1012472553317, 11), (713.0893718386344, 10), (743.0893718386344, 11), (1028.177820893409, 0)], 30.	 home: 10,	 position: 0,	 waiting since: 469,	 schedule: [(468.78587969164994, 10), (713.3230820847944, 10), (743.3230820847944, 10), (1005.117228457416, 0)], 57.	 home: 10,	 position: 0,	 waiting since: 469,	 schedule: [(468.058375676272, 10), (718.4119298972364, 10), (748.4119298972364, 10), (1016.3145737445739, 0)], 67.	 home: 2,	 position: 5,	 waiting since: 1366,	 schedule: [(754.3931189064376, 2), (1033.2394290851046, 0)]]",12,5,"[60.	 home: 2,	 position: 5,	 waiting since: 934,	 schedule: [(749.2725862583488, 2), (1017.8310490933708, 0)], 18.	 home: 7,	 position: 7,	 waiting since: 1007,	 schedule: [(1006.0558828197808, 0)], 13.	 home: 11,	 position: 11,	 waiting since: 1030,	 schedule: [(1029.2773035367525, 0)], 33.	 home: 14,	 position: 14,	 waiting since: 1245,	 schedule: [(1014.1103945824932, 0)], 65.	 home: 14,	 position: 14,	 waiting since: 1246,	 schedule: [(1017.9001795414347, 0)]]",11,0,[]
1440,905.2268041237113,97/100,97/100,0,5,"[73.	 home: 6,	 position: 0,	 waiting since: 468,	 schedule: [(467.7723410694676, 6), (717.97394411161, 5), (747.97394411161, 6), (1016.5970862591154, 0)], 91.	 home: 7,	 position: 0,	 waiting since: 468,	 schedule: [(467.3954406064821, 7), (717.8126194972203, 5), (747.8126194972203, 7), (1004.9056273184186, 0)], 19.	 home: 12,	 position: 0,	 waiting since: 469,	 schedule: [(468.70000022153005, 12), (706.7240700792928, 10), (736.7240700792928, 12), (1003.6369399927095, 0)], 69.	 home: 10,	 position: 0,	 waiting since: 469,	 schedule: [(468.13888092213955, 10), (725.9625549026448, 10), (755.9625549026448, 10), (1018.8365952983601, 0)], 99.	 home: 4,	 position: 0,	 waiting since: 469,	 schedule: [(468.24042371800397, 4), (710.9574353650038, 5), (740.9574353650038, 4), (1014.447441533489, 0)]]",12,5,"[18.	 home: 4,	 position: 4,	 waiting since: 1032,	 schedule: [(1031.811439614445, 0)], 41.	 home: 3,	 position: 5,	 waiting since: 1056,	 schedule: [(748.956657945103, 3), (1016.1948777925174, 0)], 9.	 home: 6,	 position: 6,	 waiting since: 1027,	 schedule: [(1026.7390439848425, 0)], 32.	 home: 9,	 position: 9,	 waiting since: 1036,	 schedule: [(1035.4510420191677, 0)], 64.	 home: 11,	 position: 11,	 waiting since: 1021,	 schedule: [(1020.4453147432292, 0)]]",12,0,[]
1440,904.6161616161617,99/100,99/100,0,5,"[50.	 home: 13,	 position: 0,	 waiting since: 467,	 schedule: [(466.9305721021135, 13), (725.2708058823699, 10), (755.2708058823699, 13), (1025.3136445179546, 0)], 78.	 home: 7,	 position: 0,	 waiting since: 468,	 schedule: [(467.54857967656164, 7), (723.5812688400018, 5), (753.5812688400018, 7), (1020.6446613956923, 0)], 52.	 home: 10,	 position: 0,	 waiting since: 469,	 schedule: [(468.90791873660714, 10), (736.1033677750152, 10), (766.1033677750152, 10), (1021.1584780966976, 0)], 62.	 home: 7,	 position: 0,	 waiting since: 469,	 schedule: [(468.2866761131974, 7), (736.1196778332428, 5), (766.1196778332428, 7), (1032.0349573822652, 0)], 55.	 home: 1,	 position: 1,	 waiting since: 1339,	 schedule: [(711.9003508231814, 5), (741.9003508231814, 1), (1020.7952725601665, 0)]]",1,5,"[73.	 home: 8,	 position: 8,	 waiting since: 713,	 schedule: [(712.6537571780907, 10), (742.6537571780907, 8), (1018.4582988856898, 0)], 3.	 home: 9,	 position: 0,	 waiting since: 470,	 schedule: [(469.0015694439846, 9), (709.8995545844698, 10), (739.8995545844698, 9), (1001.8675796555848, 0)], 89.	 home: 8,	 position: 0,	 waiting since: 470,	 schedule: [(469.54325796600585, 8), (708.5463059759377, 10), (738.5463059759377, 8), (1011.6869895766125, 0)], 23.	 home: 1,	 position: 1,	 waiting since: 958,	 schedule: [(720.0170331513426, 5), (750.0170331513426, 1), (1003.6491843882308, 0)], 77.	 home: 4,	 position: 4,	 waiting since: 1006,	 schedule: [(706.2337430494379, 5), (736.2337430494379, 4), (1011.3911749728953, 0)]]",14,2,"[24.	 home: 12,	 position: 12,	 waiting since: 1007,	 schedule: [(1006.8814226958773, 0)], 20.	 home: 10,	 position: 10,	 waiting since: 1030,	 schedule: [(1029.0644610748393, 0)]]"
1440,890.010101010101,99/100,99/100,0,5,"[83.	 home: 8,	 position: 0,	 waiting since: 467,	 schedule: [(466.43893778613597, 8), (722.0038155349981, 10), (752.0038155349981, 8), (1018.2207683978595, 0)], 9.	 home: 9,	 position: 0,	 waiting since: 468,	 schedule: [(467.4209736878336, 9), (705.8222260693997, 10), (735.8222260693997, 9), (1008.0433212984973, 0)], 33.	 home: 13,	 position: 0,	 waiting since: 469,	 schedule: [(468.1754820779502, 13), (715.7966705915885, 10), (745.7966705915885, 13), (1009.8423958498277, 0)], 39.	 home: 14,	 position: 0,	 waiting since: 469,	 schedule: [(468.3867036971624, 14), (725.492033987022, 10), (755.492033987022, 14), (1017.2982739963977, 0)], 54.	 home: 14,	 position: 0,	 waiting since: 472,	 schedule: [(471.0988427826998, 14), (705.945924020627, 10), (735.945924020627, 14), (1028.1984508088915, 0)]]",4,5,"[97.	 home: 3,	 position: 0,	 waiting since: 470,	 schedule: [(469.44533391354895, 3), (724.2904260042602, 5), (754.2904260042602, 3), (1029.5741766765782, 0)], 20.	 home: 10,	 position: 10,	 waiting since: 1028,	 schedule: [(1027.7960918783165, 0)], 86.	 home: 8,	 position: 8,	 waiting since: 1134,	 schedule: [(1022.6846848405967, 0)], 90.	 home: 13,	 position: 10,	 waiting since: 1347,	 schedule: [(748.3231179694823, 13), (1032.9709127027536, 0)], 27.	 home: 1,	 position: 5,	 waiting since: 1087,	 schedule: [(756.6728230195423, 1), (999.2554817831746, 0)]]",13,5,"[78.	 home: 11,	 position: 11,	 waiting since: 1018,	 schedule: [(1017.5395149686157, 0)], 17.	 home: 6,	 position: 6,	 waiting since: 1014,	 schedule: [(1013.7088675205138, 0)], 76.	 home: 5,	 position: 5,	 waiting since: 1026,	 schedule: [(1025.4904844695764, 0)], 82.	 home: 14,	 position: 14,	 waiting since: 1017,	 schedule: [(1016.4749203086637, 0)], 30.	 home: 11,	 position: 11,	 waiting since: 1277,	 schedule: [(1025.169756283226, 0)]]"
1440,896.3131313131313,99/100,99/100,3,5,"[86.	 home: 13,	 position: 10,	 waiting since: 954,	 schedule: [(758.4208684508593, 13), (1025.9414281598856, 0)], 81.	 home: 13,	 position: 10,	 waiting since: 956,	 schedule: [(745.8815707943052, 13), (1020.4500732337096, 0)], 26.	 home: 11,	 position: 0,	 waiting since: 467,	 schedule: [(466.9116459563898, 11), (713.0463580723241, 10), (743.0463580723241, 11), (1020.1399396839149, 0)], 80.	 home: 14,	 position: 0,	 waiting since: 468,	 schedule: [(467.07698360176136, 14), (719.4420601496789, 10), (749.4420601496789, 14), (1027.1831810801978, 0)], 89.	 home: 8,	 position: 0,	 waiting since: 468,	 schedule: [(467.1804390894037, 8), (701.946661922419, 10), (731.946661922419, 8), (1034.5424320215136, 0)]]",13,4,"[92.	 home: 9,	 position: 9,	 waiting since: 1018,	 schedule: [(1017.2907519450198, 0)], 8.	 home: 8,	 position: 8,	 waiting since: 1022,	 schedule: [(1021.1664885612578, 0)], 35.	 home: 10,	 position: 10,	 waiting since: 1010,	 schedule: [(1009.723611480632, 0)], 47.	 home: 10,	 position: 10,	 waiting since: 1019,	 schedule: [(1018.0714686248434, 0)]]",11,4,"[15.	 home: 4,	 position: 5,	 waiting since: 882,	 schedule: [(743.4772934119105, 4), (1008.010971507922, 0)], 20.	 home: 4,	 position: 5,	 waiting since: 884,	 schedule: [(744.5652660155098, 4), (1009.6704965343209, 0)], 82.	 home: 4,	 position: 5,	 waiting since: 922,	 schedule: [(744.4891327664685, 4), (1003.7682052184445, 0)], 66.	 home: 4,	 position: 5,	 waiting since: 924,	 schedule: [(745.5550290975983, 4), (1024.350566925947, 0)]]"
1440,884.8383838383838,99/100,99/100,9,2,"[9.	 home: 14,	 position: 0,	 waiting since: 467,	 schedule: [(466.8462905882519, 14), (711.4048720807634, 10), (741.4048720807634, 14), (1044.923388654219, 0)], 87.	 home: 6,	 position: 6,	 waiting since: 1388,	 schedule: [(725.081929996784, 5), (755.081929996784, 6), (1026.472297651534, 0)]]",14,5,"[27.	 home: 5,	 position: 0,	 waiting since: 467,	 schedule: [(466.92237902743636, 5), (709.4060530870102, 5), (739.4060530870102, 5), (1027.315639493762, 0)], 53.	 home: 6,	 position: 0,	 waiting since: 468,	 schedule: [(467.6958943496146, 6), (735.6972353825685, 5), (765.6972353825685, 6), (1027.9395898334524, 0)], 82.	 home: 1,	 position: 0,	 waiting since: 468,	 schedule: [(467.2331960588138, 1), (728.4663271295398, 5), (758.4663271295398, 1), (1029.9678309019262, 0)], 8.	 home: 10,	 position: 10,	 waiting since: 1121,	 schedule: [(1038.6097796384522, 0)], 39.	 home: 13,	 position: 13,	 waiting since: 1206,	 schedule: [(1012.4309585391028, 0)]]",6,4,"[10.	 home: 10,	 position: 10,	 waiting since: 1019,	 schedule: [(1018.171773019021, 0)], 94.	 home: 10,	 position: 10,	 waiting since: 1024,	 schedule: [(1023.6576047054062, 0)], 4.	 home: 9,	 position: 9,	 waiting since: 1042,	 schedule: [(1004.2329652855448, 0)], 50.	 home: 8,	 position: 8,	 waiting since: 1397,	 schedule: [(716.6548846043775, 10), (746.6548846043775, 8), (1029.5396462821145, 0)]]"
1440,913.2577319587629,97/100,97/100,13,2,"[47.	 home: 4,	 position: 4,	 waiting since: 1003,	 schedule: [(1002.4683271778586, 0)], 21.	 home: 4,	 position: 4,	 waiting since: 1014,	 schedule: [(1013.2530564814299, 0)]]",9,3,"[82.	 home: 10,	 position: 10,	 waiting since: 1031,	 schedule: [(1030.4186864628612, 0)], 69.	 home: 5,	 position: 5,	 waiting since: 1026,	 schedule: [(1025.325966017855, 0)], 13.	 home: 5,	 position: 5,	 waiting since: 1033,	 schedule: [(1032.8674268504556, 0)]]",0,5,"[27.	 home: 14,	 position: 0,	 waiting since: 461,	 schedule: [(460.0382111522522, 14), (709.1419410684529, 10), (739.1419410684529, 14), (1002.0535331258612, 0)], 15.	 home: 8,	 position: 8,	 waiting since: 1333,	 schedule: [(738.2184896883786, 10), (768.2184896883786, 8), (1028.1796876997928, 0)], 34.	 home: 13,	 position: 0,	 waiting since: 466,	 schedule: [(465.3563039391357, 13), (722.5353717570482, 10), (752.5353717570482, 13), (1011.0361577207104, 0)], 81.	 home: 5,	 position: 0,	 waiting since: 466,	 schedule: [(465.63889849292565, 5), (717.7866415842482, 5), (747.7866415842482, 5), (1039.310357820198, 0)], 9.	 home: 3,	 position: 0,	 waiting since: 467,	 schedule: [(466.53955193521085, 3), (730.1244774886625, 5), (760.1244774886625, 3), (1031.9612753695374, 0)]]"
1440,910.468085106383,94/100,94/100,13,5,"[40.	 home: 3,	 position: 5,	 waiting since: 829,	 schedule: [(759.872133561631, 3), (1019.0140834443565, 0)], 63.	 home: 6,	 position: 6,	 waiting since: 835,	 schedule: [(709.515792675058, 5), (739.515792675058, 6), (1010.5781030851786, 0)], 14.	 home: 12,	 position: 12,	 waiting since: 1016,	 schedule: [(1015.1485829236764, 0)], 99.	 home: 12,	 position: 12,	 waiting since: 1016,	 schedule: [(1015.0568454010524, 0)], 78.	 home: 11,	 position: 11,	 waiting since: 1028,	 schedule: [(1027.7186887118025, 0)]]",12,0,[],12,5,"[58.	 home: 13,	 position: 10,	 waiting since: 921,	 schedule: [(762.4967106862351, 13), (1013.5552530259178, 0)], 33.	 home: 6,	 position: 0,	 waiting since: 470,	 schedule: [(469.5146162204571, 6), (709.2783702339963, 5), (739.2783702339963, 6), (1023.1720132185064, 0)], 87.	 home: 10,	 position: 0,	 waiting since: 471,	 schedule: [(470.4312111907825, 10), (725.0080127274116, 10), (755.0080127274116, 10), (1013.0312405696707, 0)], 26.	 home: 12,	 position: 0,	 waiting since: 472,	 schedule: [(471.1763397583986, 12), (696.6221812788831, 10), (726.6221812788831, 12), (1017.1561418131818, 0)], 51.	 home: 3,	 position: 3,	 waiting since: 1427,	 schedule: [(706.5020014127239, 5), (736.5020014127239, 3), (1020.1540454952986, 0)]]"
1440,939.4123711340206,97/100,97/100,13,4,"[77.	 home: 7,	 position: 5,	 waiting since: 1321,	 schedule: [(768.8110852777202, 7), (1008.2569052223815, 0)], 55.	 home: 8,	 position: 0,	 waiting since: 466,	 schedule: [(465.64411519797943, 8), (717.9462913746306, 10), (747.9462913746306, 8), (1032.254053197978, 0)], 76.	 home: 5,	 position: 0,	 waiting since: 466,	 schedule: [(465.5021801144731, 5), (723.4266657746134, 5), (753.4266657746134, 5), (1015.5180268486828, 0)], 2.	 home: 2,	 position: 0,	 waiting since: 467,	 schedule: [(466.8733076929125, 2), (722.4263167927876, 5), (752.4263167927876, 2), (1008.9661641996561, 0)]]",4,5,"[71.	 home: 10,	 position: 0,	 waiting since: 459,	 schedule: [(458.47592240183684, 10), (710.432673305804, 10), (740.432673305804, 10), (1024.1881279144366, 0)], 96.	 home: 9,	 position: 0,	 waiting since: 459,	 schedule: [(458.064435917574, 9), (720.2060160512652, 10), (750.2060160512652, 9), (1024.1319401315243, 0)], 74.	 home: 8,	 position: 0,	 waiting since: 462,	 schedule: [(461.0823435619121, 8), (732.1967174351206, 10), (762.1967174351206, 8), (1024.3625197231775, 0)], 64.	 home: 12,	 position: 0,	 waiting since: 463,	 schedule: [(462.20573776687013, 12), (723.6006993953076, 10), (753.6006993953076, 12), (1015.787428604855, 0)], 19.	 home: 11,	 position: 0,	 waiting since: 468,	 schedule: [(467.68899543716924, 11), (700.751189635024, 10), (730.751189635024, 11), (1017.8420858285922, 0)]]",13,1,"[89.	 home: 11,	 position: 11,	 waiting since: 1391,	 schedule: [(1039.7263015927836, 0)]]"
1440,903.78,100/100,100/100,12,4,"[71.	 home: 4,	 position: 5,	 waiting since: 876,	 schedule: [(765.5185882734021, 4), (1012.0721024448445, 0)], 88.	 home: 7,	 position: 7,	 waiting since: 902,	 schedule: [(719.0770362312826, 5), (749.0770362312826, 7), (1019.7764563082537, 0)], 92.	 home: 7,	 position: 7,	 waiting since: 902,	 schedule: [(702.2188453402174, 5), (732.2188453402174, 7), (1021.7064555780959, 0)], 2.	 home: 12,	 position: 12,	 waiting since: 1018,	 schedule: [(1017.5407210844771, 0)]]",13,2,"[98.	 home: 13,	 position: 13,	 waiting since: 1015,	 schedule: [(1014.3220780113066, 0)], 93.	 home: 11,	 position: 11,	 waiting since: 1287,	 schedule: [(1019.4177706918605, 0)]]",12,0,[]
1440,927.9368421052632,95/100,95/100,14,5,"[21.	 home: 2,	 position: 0,	 waiting since: 466,	 schedule: [(465.8914874336213, 2), (720.0202982337346, 5), (750.0202982337346, 2), (1026.7625059083407, 0)], 16.	 home: 7,	 position: 7,	 waiting since: 713,	 schedule: [(712.0133654991578, 5), (742.0133654991578, 7), (1010.6000345469165, 0)], 6.	 home: 13,	 position: 13,	 waiting since: 1030,	 schedule: [(1029.9419073854535, 0)], 48.	 home: 8,	 position: 8,	 waiting since: 1124,	 schedule: [(1020.2174366255529, 0)], 31.	 home: 8,	 position: 8,	 waiting since: 1126,	 schedule: [(1021.5446701217588, 0)]]",10,0,[],0,5,"[64.	 home: 5,	 position: 0,	 waiting since: 466,	 schedule: [(465.0912757876421, 5), (719.3548329676356, 5), (749.3548329676356, 5), (1027.949367323193, 0)], 55.	 home: 9,	 position: 0,	 waiting since: 467,	 schedule: [(466.2053118962089, 9), (721.1813211208884, 10), (751.1813211208884, 9), (1043.3334861891776, 0)], 75.	 home: 9,	 position: 0,	 waiting since: 470,	 schedule: [(469.75503583675334, 9), (720.5344867426707, 10), (750.5344867426707, 9), (1001.9789202134166, 0)], 78.	 home: 10,	 position: 0,	 waiting since: 470,	 schedule: [(469.7947612241614, 10), (721.2593691976193, 10), (751.2593691976193, 10), (1022.6573696727854, 0)], 14.	 home: 3,	 position: 3,	 waiting since: 1267,	 schedule: [(735.547683132113, 5), (765.547683132113, 3), (1002.7138424073944, 0)]]"
1440,900.8585858585859,99/100,99/100,10,3,"[35.	 home: 3,	 position: 3,	 waiting since: 1018,	 schedule: [(1017.1430005732904, 0)], 97.	 home: 11,	 position: 11,	 waiting since: 1356,	 schedule: [(714.6923460533498, 10), (744.6923460533498, 11), (1048.6088888869556, 0)], 25.	 home: 12,	 position: 12,	 waiting since: 1411,	 schedule: [(734.3090987010552, 10), (764.3090987010552, 12), (1030.0006084181127, 0)]]",3,5,"[10.	 home: 11,	 position: 0,	 waiting since: 462,	 schedule: [(461.95747950300387, 11), (714.4720631629298, 10), (744.4720631629298, 11), (1037.3296626586666, 0)], 84.	 home: 11,	 position: 0,	 waiting since: 463,	 schedule: [(462.4574142811147, 11), (706.0466397181002, 10), (736.0466397181002, 11), (1023.4299555384421, 0)], 57.	 home: 8,	 position: 8,	 waiting since: 799,	 schedule: [(713.3812483138927, 10), (743.3812483138927, 8), (993.9746933372376, 0)], 81.	 home: 13,	 position: 0,	 waiting since: 465,	 schedule: [(464.2453247098052, 13), (742.7190746436828, 10), (772.7190746436828, 13), (1012.5622204425795, 0)], 36.	 home: 10,	 position: 0,	 waiting since: 466,	 schedule: [(465.71160174599464, 10), (713.8796153760802, 10), (743.8796153760802, 10), (1027.3832284882149, 0)]]",2,4,"[32.	 home: 12,	 position: 0,	 waiting since: 469,	 schedule: [(468.68862804936015, 12), (730.0294901254467, 10), (760.0294901254467, 12), (1011.8670359597804, 0)], 37.	 home: 11,	 position: 0,	 waiting since: 470,	 schedule: [(469.8116560207616, 11), (725.1936483546434, 10), (755.1936483546434, 11), (1009.9784294140894, 0)], 38.	 home: 12,	 position: 0,	 waiting since: 470,	 schedule: [(469.4427051168348, 12), (717.8675680755607, 10), (747.8675680755607, 12), (1023.7557812688616, 0)], 53.	 home: 13,	 position: 0,	 waiting since: 470,	 schedule: [(469.71227195257086, 13), (723.9343624482398, 10), (753.9343624482398, 13), (1021.0053642860228, 0)]]"
1440,923.21875,96/100,96/100,1,5,"[23.	 home: 12,	 position: 10,	 waiting since: 763,	 schedule: [(755.8219236843237, 12), (1015.2761642067089, 0)], 73.	 home: 12,	 position: 0,	 waiting since: 474,	 schedule: [(473.887525780139, 12), (712.2055977144939, 10), (742.2055977144939, 12), (1024.6681602070992, 0)], 92.	 home: 6,	 position: 0,	 waiting since: 474,	 schedule: [(473.41584126716964, 6), (730.3207533152025, 5), (760.3207533152025, 6), (1020.5371923769671, 0)], 97.	 home: 9,	 position: 0,	 waiting since: 474,	 schedule: [(473.9027194371776, 9), (702.0293100931588, 10), (732.0293100931588, 9), (1031.924532025839, 0)], 2.	 home: 6,	 position: 0,	 waiting since: 475,	 schedule: [(474.2122167962696, 6), (720.5194894316826, 5), (750.5194894316826, 6), (1021.2146206832824, 0)]]",4,5,"[69.	 home: 13,	 position: 0,	 waiting since: 467,	 schedule: [(466.97798436643745, 13), (731.7030180914841, 10), (761.7030180914841, 13), (1035.719272726265, 0)], 38.	 home: 7,	 position: 5,	 waiting since: 777,	 schedule: [(751.545871293976, 7), (1020.5275900850136, 0)], 99.	 home: 7,	 position: 5,	 waiting since: 779,	 schedule: [(761.5161144918452, 7), (1018.472907822041, 0)], 78.	 home: 14,	 position: 0,	 waiting since: 473,	 schedule: [(472.6391180975254, 14), (724.5550402646955, 10), (754.5550402646955, 14), (1018.8998915417907, 0)], 22.	 home: 5,	 position: 0,	 waiting since: 474,	 schedule: [(473.4468048930567, 5), (703.5732570007292, 5), (733.5732570007292, 5), (1012.6302175982794, 0)]]",3,5,"[15.	 home: 14,	 position: 0,	 waiting since: 461,	 schedule: [(460.12295170207375, 14), (716.2397509263467, 10), (746.2397509263467, 14), (1038.3064249808453, 0)], 51.	 home: 6,	 position: 5,	 waiting since: 741,	 schedule: [(740.9887290291725, 6), (1013.2631656629443, 0)], 65.	 home: 9,	 position: 0,	 waiting since: 471,	 schedule: [(470.9299028503164, 9), (720.7893339103529, 10), (750.7893339103529, 9), (1015.129681316705, 0)], 52.	 home: 11,	 position: 0,	 waiting since: 473,	 schedule: [(472.26964095335404, 11), (726.7619134179623, 10), (756.7619134179623, 11), (1030.8031787939399, 0)], 60.	 home: 2,	 position: 2,	 waiting since: 1018,	 schedule: [(1016.1104753241257, 0)]]"
1440,902.57,100/100,100/100,14,5,"[96.	 home: 7,	 position: 7,	 waiting since: 726,	 schedule: [(725.3339063369542, 5), (755.3339063369542, 7), (1008.84570353473, 0)], 83.	 home: 7,	 position: 7,	 waiting since: 738,	 schedule: [(717.563327444479, 5), (747.563327444479, 7), (1014.1106775313799, 0)], 38.	 home: 11,	 position: 11,	 waiting since: 1022,	 schedule: [(1021.3071760775109, 0)], 47.	 home: 12,	 position: 12,	 waiting since: 1018,	 schedule: [(1017.5227991552354, 0)], 9.	 home: 12,	 position: 12,	 waiting since: 1037,	 schedule: [(1012.4112800391238, 0)]]",8,5,"[63.	 home: 1,	 position: 5,	 waiting since: 847,	 schedule: [(748.4715700452152, 1), (1008.0906344935843, 0)], 60.	 home: 5,	 position: 5,	 waiting since: 1004,	 schedule: [(1003.191215846419, 0)], 74.	 home: 5,	 position: 5,	 waiting since: 1013,	 schedule: [(1012.9369714823403, 0)], 91.	 home: 3,	 position: 3,	 waiting since: 1016,	 schedule: [(1015.5122781870583, 0)], 49.	 home: 13,	 position: 13,	 waiting since: 1227,	 schedule: [(1007.3876154018011, 0)]]",13,0,[]
1440,885.1632653061224,98/100,98/100,14,0,[],5,5,"[55.	 home: 13,	 position: 10,	 waiting since: 962,	 schedule: [(756.7693576562681, 13), (1008.6743838476499, 0)], 75.	 home: 4,	 position: 4,	 waiting since: 1028,	 schedule: [(1020.8373490087707, 0)], 4.	 home: 3,	 position: 5,	 waiting since: 1000,	 schedule: [(773.1280615804085, 3), (1024.9095966880232, 0)], 52.	 home: 11,	 position: 11,	 waiting since: 1067,	 schedule: [(1039.5984136169893, 0)], 25.	 home: 13,	 position: 10,	 waiting since: 964,	 schedule: [(739.0928803113604, 13), (1029.458018653767, 0)]]",6,5,"[33.	 home: 7,	 position: 0,	 waiting since: 461,	 schedule: [(460.95263446047426, 7), (709.6004682349964, 5), (739.6004682349964, 7), (1013.6639106007194, 0)], 8.	 home: 9,	 position: 0,	 waiting since: 463,	 schedule: [(462.85560693497985, 9), (724.0577905734234, 10), (754.0577905734234, 9), (1033.3601334205703, 0)], 45.	 home: 9,	 position: 0,	 waiting since: 468,	 schedule: [(467.28555110217997, 9), (725.3221307774076, 10), (755.3221307774076, 9), (1015.0254633951565, 0)], 44.	 home: 14,	 position: 0,	 waiting since: 473,	 schedule: [(472.07283880403065, 14), (723.4719262250939, 10), (753.4719262250939, 14), (1012.6307839999763, 0)], 57.	 home: 7,	 position: 0,	 waiting since: 473,	 schedule: [(472.7703917174471, 7), (708.2188763306372, 5), (738.2188763306372, 7), (1018.7573515904049, 0)]]"
1440,903.73,100/100,100/100,14,0,[],11,0,[],14,5,"[16.	 home: 11,	 position: 11,	 waiting since: 1366,	 schedule: [(739.7962589449481, 10), (769.7962589449481, 11), (1028.195793919068, 0)], 25.	 home: 12,	 position: 12,	 waiting since: 1376,	 schedule: [(715.16136505668, 10), (745.16136505668, 12), (1014.4017284094843, 0)], 23.	 home: 14,	 position: 14,	 waiting since: 1386,	 schedule: [(721.7042192332599, 10), (751.7042192332599, 14), (1021.9560788988628, 0)], 37.	 home: 14,	 position: 14,	 waiting since: 1388,	 schedule: [(712.8966009291853, 10), (742.8966009291853, 14), (1027.1429538245523, 0)], 4.	 home: 13,	 position: 13,	 waiting since: 1435,	 schedule: [(1002.5029801984173, 0)]]"
1440,921.3711340206186,97/100,97/100,1,5,"[59.	 home: 13,	 position: 10,	 waiting since: 1182,	 schedule: [(744.4543274740391, 13), (1017.7715678982487, 0)], 80.	 home: 8,	 position: 0,	 waiting since: 467,	 schedule: [(466.9023147853191, 8), (710.1386737172442, 10), (740.1386737172442, 8), (1039.7818359935432, 0)], 30.	 home: 7,	 position: 0,	 waiting since: 468,	 schedule: [(467.14931711996866, 7), (708.5692844579944, 5), (738.5692844579944, 7), (1020.6192562161849, 0)], 10.	 home: 3,	 position: 3,	 waiting since: 1361,	 schedule: [(715.8521372813824, 5), (745.8521372813824, 3), (1014.5249300465294, 0)], 68.	 home: 3,	 position: 3,	 waiting since: 1361,	 schedule: [(725.456323336708, 5), (755.456323336708, 3), (1023.6968834715337, 0)]]",14,4,"[92.	 home: 9,	 position: 9,	 waiting since: 1017,	 schedule: [(1016.2241740167368, 0)], 57.	 home: 8,	 position: 8,	 waiting since: 1013,	 schedule: [(1012.3739023993112, 0)], 46.	 home: 7,	 position: 0,	 waiting since: 465,	 schedule: [(464.96205678247003, 7), (725.5140620315483, 5), (755.5140620315483, 7), (1009.1878268163233, 0)], 91.	 home: 2,	 position: 0,	 waiting since: 465,	 schedule: [(464.3323321820075, 2), (713.5144446640378, 5), (743.5144446640378, 2), (1033.7444349864568, 0)]]",14,0,[]
